Run Index,Generation,Best Fitness,Genetic Code,Rule,StartingRule
0,1,1163,0,2,1163,0,3,1163,0,4,1163,0,5,1163,0,6,1163,0,7,1163,0,8,1163,0,9,1163,0,10,1163,Run Index,Generation,Best Fitness,Genetic Code,Rule,StartingRule
19,4,1138
19,5,1138
19,6,1300
19,7,1342
19,8,1590
19,9,1590
19,10,1590
19,11,1590
19,12,1700
19,13,1700
19,14,1700
19,15,2000
Run Index,Generation,Best Fitness,Genetic Code
20,1,1076
20,2,1076
20,3,1076
20,4,1249
20,5,1249
20,6,1249
20,7,1249
20,8,1583
20,9,1583
20,10,1583
20,11,1583
20,12,1666
20,13,1666
20,14,1666
20,15,1833
20,16,1833
20,17,2000
Run Index,Generation,Best Fitness,Genetic Code
21,1,1086
21,2,1145
21,3,1152
21,4,1152
21,5,1232
21,6,1232
21,7,1380
21,8,1555
21,9,1555
21,10,1555
21,11,1555
21,12,1625
21,13,1625
21,14,1642
21,15,1666
21,16,1666
21,17,1666
21,18,1700
21,19,1833
21,20,2000
Run Index,Generation,Best Fitness,Genetic Code
22,1,1076
22,2,1076
22,3,1076
22,4,1076
22,5,1076
22,6,1201
22,7,1201
22,8,1201
22,9,1201
22,10,1540
22,11,1666
